gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
4771	PAICS	4.08868189358173	7	0.000893	19.428571	5259.829498	6.2e-05	0	0	0.000121	13167.278845	1858.70119
4772	PAIP1	4.78218706137553	1	0.000128	5	0	8e-06	0	0	3.6e-05	0	1565.027417
4773	PAIP2	4.15401301518438	2	0.000255	39	169.477373	0.00174	0	0	3.9e-05	384.298413	1823.369048
4774	PAK1	3.22623452851857	41	0.005232	29.658537	208089.418015	0.001343	0.046341	38	0.000619	409838.224385	2408.588889
4775	PAK1IP1	4.34464718642338	1	0.000128	61	0	0.000101	0	0	3.4e-05	0	1739.580592
4776	PAK2	3.470715835141	24	0.003063	30.208333	37707.831011	0.008602	0.036232	10	0.000287	79904.215081	2222.243651
4777	PAK3	3.62881204542555	19	0.002425	18.105263	27634.564845	0.000641	0.005848	1	0.000273	57007.805891	2115.228175
4778	PAK4	3.41584790098252	14	0.001787	60.642857	31941.518394	0.001772	0.098901	9	0.000206	59243.655751	2263.659127
4779	PAK6	3.60763047084343	6	0.000766	63.5	1549.55738	0.000283	0.4	6	9.4e-05	2916.662675	2122.419841
4780	PALB2	4.27204287354855	1	0.000128	29	0	3.8e-05	0	0	2.9e-05	0	1765.494048
4781	PALLD	4.39517672578793	1	0.000128	28	0	2.1e-05	0	0	3.4e-05	0	1713.611508
4782	PAM	4.08357789970652	5	0.000638	16.4	8543.245369	4.5e-05	0	0	0.00011	17589.243639	1852.970238
4783	PAN2	4.02335077197907	3	0.000383	42.333333	1005.815385	0.001891	0.333333	1	5.7e-05	3356.496675	1888.577381
4784	PAN3	4.54740334311599	2	0.000255	25	12.020952	0.001917	0	0	4.1e-05	49.525074	1659.580231
4785	PANX1	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
4786	PANX2	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
4787	PAPOLA	3.91935689677172	14	0.001787	34.785714	1204.416656	0.001532	0.21978	20	0.000123	2742.207116	1949.144841
4788	PAPPA	3.9871124154651	6	0.000766	23	12230.843923	9.7e-05	0	0	0.000122	27632.188273	1906.528608
4789	PARD3	3.93773127472247	7	0.000893	15.142857	5517.489855	9.7e-05	0	0	0.000126	13021.469127	1927.336905
4790	PARD3B	4.07132831440602	2	0.000255	42	66.223483	9.6e-05	0	0	4.6e-05	127.931005	1861.836905
4791	PARD6A	3.88745693505168	6	0.000766	34.5	15920.214638	0.000145	0.066667	1	0.000132	31089.919686	1957.340079
4792	PARD6B	3.90825571009315	5	0.000638	42	8690.459542	0.000169	0.2	2	9.9e-05	17160.117439	1947.140079
4793	PARD6G	4.13283144060227	4	0.00051	22.25	577.462664	4.6e-05	0	0	7.6e-05	1360.396157	1829.95119
4794	PARK7	3.94755646293224	5	0.000638	37	3364.483752	0.000108	0.1	1	8.8e-05	7676.297836	1936.217857
4795	PARP1	3.39339032793161	34	0.004339	33.147059	80180.318562	0.004742	0.087344	49	0.000404	163621.317742	2292.272222
4796	PARP10	4.04848794181447	1	0.000128	116	0	8.5e-05	0	0	3.1e-05	0	1881.324242
4797	PARP11	5.62893964527243	1	0.000128	3	0	0	0	0	3.9e-05	0	1321.674675
4798	PARP12	4.37999234400919	1	0.000128	59	0	2.3e-05	0	0	3.4e-05	0	1725.532143
4799	PARP2	3.78129386244736	14	0.001787	38.071429	1824.428301	0.001062	0.318681	29	0.000151	4189.94644	2035.21627
4800	PARP3	4.35485517417379	2	0.000255	17.5	7537	9.2e-05	0	0	7.2e-05	15074	1733.471825
4801	PARP4	6.12466505040194	1	0.000128	2	0	1e-06	0	0	6.3e-05	0	1210.313178
4802	PARVA	4.41023350771979	3	0.000383	10.666667	1693.224985	1.4e-05	0	0	7.3e-05	3858.866986	1706.876587
4803	PASK	4.50988898813321	1	0.000128	34	0	2e-05	0	0	3.1e-05	0	1673.630159
4804	PATJ	4.29590404491515	6	0.000766	7.833333	2353.796279	1.1e-05	0.066667	1	0.000123	6209.624389	1755.338528
4805	PATL1	4.62217685338778	1	0.000128	40	0	0.00012	0	0	2.7e-05	0	1630.738564
4806	PATZ1	4.84815618221258	2	0.000255	32	279.810669	2.8e-05	0	0	4e-05	660.879075	1554.866342
4807	PAWR	3.67079239504913	8	0.001021	39.125	19660.500858	0.001115	0.035714	1	0.00014	43761.344015	2086.855556
4808	PAX2	5.38165114201863	1	0.000128	7	0	0	0	0	4.1e-05	0	1382.296104
4809	PAX5	5.11037386755136	2	0.000255	5	990.390951	1e-06	0	0	7.2e-05	3194.004823	1460.76158
4810	PAX6	4.82646420824295	3	0.000383	5	657.304717	4e-06	0	0	7.6e-05	2181.809406	1553.538564
4811	PAX8	5.07132831440602	1	0.000128	9	0	1e-06	0	0	3.9e-05	0	1469.937374
4812	PAX9	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
4813	PAXIP1	4.01748117902259	7	0.000893	24.285714	891.624064	0.000103	0.047619	1	9.5e-05	2025.598459	1900.525
4814	PBK	3.92241929309685	5	0.000638	38.6	13967.766866	0.000253	0.1	1	8.6e-05	28292.351046	1940.155952
4815	PBLD	5.20811535026158	1	0.000128	18	0	1e-06	0	0	4.4e-05	0	1432.638961
4816	PBRM1	3.89932372081154	9	0.001149	22.555556	1216.72699	0.00022	0.5	18	0.000123	3212.757666	1952.686905
4817	PBX1	4.29705244353707	4	0.00051	8.25	3216.639954	0.000126	0	0	9.5e-05	8406.383065	1754.559921
4818	PBX2	3.95457445451065	15	0.001914	12.133333	52749.808451	0.002619	0	0	0.000308	107994.429252	1934.532143
4819	PBX3	5.63493683807579	1	0.000128	5	0	1e-06	0	0	6.1e-05	0	1317.768362
4820	PBXIP1	4.26898047722343	3	0.000383	25	2686.23021	7.3e-05	0	0	7.8e-05	6290.996498	1771.546825
4821	PC	5.55352813576624	1	0.000128	7	0	1e-06	0	0	3.9e-05	0	1340.312807
4822	PCBD1	4.28926885287738	5	0.000638	10	8785.654577	1.9e-05	0	0	0.000114	17741.136304	1758.290909
4823	PCBP1	3.40066351920378	31	0.003956	42.516129	137571.322887	0.005364	0.141935	66	0.000404	277784.951665	2284.954365
4824	PCBP2	3.68419037897155	23	0.002935	44.826087	5305.188475	0.005004	0.312253	79	0.000209	10489.092167	2091.757143
4825	PCBP4	5.18961337246395	1	0.000128	3	0	2e-06	0	0	4.1e-05	0	1434.815152
4826	PCCA	5.31083322700013	1	0.000128	2	0	1e-06	0	0	5.1e-05	0	1402.174278
4827	PCCB	4.34911318106418	2	0.000255	18	7537	3.1e-05	0	0	7.5e-05	15074	1736.1
4828	PCDH1	4.60546127344647	1	0.000128	50	0	4e-06	0	0	3.9e-05	0	1632.115115
4829	PCDH17	4.44647186423376	1	0.000128	54	0	1.1e-05	0	0	3.8e-05	0	1693.129401
4830	PCDH18	4.78754625494449	2	0.000255	4	48.145475	3e-06	0	0	6.1e-05	205.282516	1561.364322
4831	PCF11	4.08944749266301	12	0.001531	28.5	734.241817	0.000913	0.287879	19	0.000107	1649.512469	1866.067857
4832	PCGF1	4.3618731657522	4	0.00051	15.5	1264.60905	2e-05	0.166667	1	7.8e-05	3093.889113	1732.1671
4833	PCGF2	4.7797626642848	2	0.000255	10	141.259722	7e-06	0	0	5.2e-05	504.792509	1573.330988
4834	PCGF3	4.74326910807707	1	0.000128	14	0	7e-06	0	0	3.4e-05	0	1579.481818
4835	PCGF5	4.57432691080771	4	0.00051	9	670.047433	1.4e-05	0.166667	1	9e-05	2229.53629	1647.809957
4836	PCGF6	4.73382671940794	2	0.000255	9	0	7e-06	1	1	5.3e-05	0	1583.946104
4837	PCID2	4.76598188082174	4	0.00051	7.5	8121.409478	3e-06	0.166667	1	0.00011	16532.80381	1573.951623
4838	PCLO	4.35485517417379	3	0.000383	11.333333	7537	3.2e-05	0.333333	1	8.1e-05	15074	1727.306025
4839	PCM1	3.972310833227	6	0.000766	19	10141.555629	0.000157	0	0	0.000115	20675.747902	1914.21627
4840	PCMT1	3.37514354982774	13	0.001659	64.769231	28958.042828	0.002758	0.012821	1	0.000182	54023.05514	2291.031746
4841	PCNA	3.28607885670537	79	0.010082	30.620253	157959.475995	0.007857	0.092178	284	0.000855	297812.538079	2403.352778
4842	PCNT	4.22495853004976	7	0.000893	9.571429	3669.762647	4.2e-05	0	0	0.000126	8892.351644	1791.788925
4843	PCOLCE	5.17557738930713	1	0.000128	8	0	1e-06	0	0	3.8e-05	0	1440.429798
4844	PCP4	4.12249585300498	1	0.000128	75	0	0.000104	0	0	3.2e-05	0	1834.145238
4845	PCSK2	6.12045425545489	1	0.000128	2	0	0	0	0	6e-05	0	1207.339791
4846	PCSK4	3.8184254178895	7	0.000893	43	5853.347778	0.000455	0.238095	5	0.000103	11291.377865	2010.521429
4847	PCSK5	4.44583386499936	3	0.000383	17	1729.103024	7e-06	0	0	7.3e-05	4160.368896	1692.913925
4848	PCSK6	5.71060354727574	2	0.000255	2.5	7537	0	0	0	0.000101	15074	1300.17114
4849	PCSK9	5.24001531198163	1	0.000128	4	0	1e-06	0	0	4.4e-05	0	1419.777056
4850	PCYT1B	4.75564629322445	1	0.000128	13	0	3e-06	0	0	3.5e-05	0	1574.214755
4851	PCYT2	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
4852	PDAP1	5.41023350771979	1	0.000128	6	0	0	0	0	3.9e-05	0	1375.048882
4853	PDC	4.10603547275743	3	0.000383	30.333333	1489.18556	8.7e-05	0	0	7.1e-05	3940.387198	1843.512698
4854	PDCD1	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
4855	PDCD10	4.06418272298073	7	0.000893	21.857143	2489.586801	0.000119	0.52381	11	0.000114	5744.946383	1870.544048
4856	PDCD11	3.96924843690188	25	0.00319	27.36	8527.925023	0.006997	0.59	177	0.000199	16814.559022	1932.050794
4857	PDCD1LG2	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1
4858	PDCD2	4.3747607502871	3	0.000383	19	1151.930256	2.3e-05	0	0	6.1e-05	2848.318601	1728.65202
4859	PDCD4	4.90749011101187	1	0.000128	11	0	0.000227	0	0	2.9e-05	0	1525.922691
4860	PDCD5	4.00765599081281	3	0.000383	50.666667	2859.766362	0.000575	0	0	6.3e-05	6348.832944	1902.947619
4861	PDCD6	3.61911445706265	16	0.002042	23.5	52395.597755	0.001232	0.041667	5	0.000301	106506.686088	2120.268651
4862	PDCD6IP	3.69988516013781	14	0.001787	26.571429	33853.996406	0.000444	0.032967	3	0.000211	72283.720366	2078.10119
4863	PDCD7	4.28697205563353	2	0.000255	27.5	51.63764	0.000157	0	0	3.8e-05	134.296384	1770.5171
4864	PDCL	4.23338011994386	8	0.001021	51.25	8136.450997	5.2e-05	0.285714	8	0.000102	18044.215539	1803.448413
4865	PDE1A	4.12249585300498	1	0.000128	75	0	0.000104	0	0	3.2e-05	0	1834.145238
4866	PDE3B	4.10144187826975	1	0.000128	100	0	7e-05	0	0	3.3e-05	0	1846.209524
4867	PDE4A	4.23427331887202	2	0.000255	39	73.511769	2.8e-05	0	0	4.9e-05	272.504745	1786.216703
4868	PDE4D	3.47441623070052	9	0.001149	77.888889	11873.773635	0.002196	0.055556	2	0.00014	22238.015716	2216.128175
4869	PDE5A	4.87686614776062	1	0.000128	15	0	1e-06	0	0	3.6e-05	0	1531.61627
4870	PDE6A	5.36136276636468	1	0.000128	12	0	1e-06	0	0	3.2e-05	0	1396.496501
4871	PDE6B	5.51894857726171	1	0.000128	9	0	0	0	0	3.3e-05	0	1353.492965
4872	PDE6D	4.27957126451448	7	0.000893	9.857143	10559.312101	1.4e-05	0	0	0.000159	22945.149759	1763.979798
4873	PDE9A	5.18769937476075	1	0.000128	3	0	0	0	0	4.6e-05	0	1435.906782
4874	PDGFA	4.48130662243205	4	0.00051	11.25	937.982176	7e-06	0	0	9e-05	2208.470839	1681.064322
4875	PDGFB	4.2485645017226	7	0.000893	14.714286	11210.913403	2.3e-05	0.095238	2	0.00015	23107.041791	1784.622258
4876	PDGFD	4.46165624601251	1	0.000128	30	0	1.5e-05	0	0	3.2e-05	0	1687.57702
4877	PDGFRA	3.75883628939645	13	0.001659	22	19625.787609	0.000164	0.128205	10	0.000216	40125.131665	2034.001984
4878	PDGFRB	3.49993620007656	30	0.003828	29.233333	78757.551422	0.000789	0.098851	43	0.000444	156862.533455	2211.762698
4879	PDHA1	4.83960699247161	5	0.000638	6	1739.874693	8e-06	0.7	7	0.000134	4085.347478	1551.255592
4880	PDHA2	4.96082684700778	1	0.000128	6	0	5e-06	0	0	4.1e-05	0	1508.704004
4881	PDHB	3.99910680107184	6	0.000766	29.333333	25789.768342	0.000256	0.4	6	0.000156	53131.560512	1907.709921
4882	PDHX	4.40385351537578	6	0.000766	10.333333	4530.367345	6.8e-05	0.4	6	0.000143	11409.729513	1715.987698
4883	PDIA3	3.9845604185275	6	0.000766	22.5	7117.998686	0.000377	0.133333	2	0.000122	15595.478027	1905.558766
4884	PDIA4	3.9993620007656	2	0.000255	78	15731.909768	0.000253	0	0	6e-05	31498.843531	1904.850397
4885	PDIA5	4.44647186423376	1	0.000128	54	0	1.1e-05	0	0	3.8e-05	0	1693.129401
4886	PDIK1L	5.14788822253413	1	0.000128	8	0	1e-06	0	0	3.9e-05	0	1445.829798
4887	PDILT	0.000765599081281102	1	0.000128	2	0	0	0	0	9e-05	0	1.833333
4888	PDK1	4.97205563353324	1	0.000128	8	0	2e-06	0	0	3.9e-05	0	1500.678644
4889	PDK2	4.01033558759729	8	0.001021	12	19828.57407	8.3e-05	0.071429	2	0.000184	41494.691339	1892.385714
4890	PDK3	5.5003189996172	2	0.000255	6	0	0	1	1	6.4e-05	0	1351.581061
4891	PDK4	5.50044659946408	1	0.000128	7	0	0	0	0	4.2e-05	0	1351.081061
4892	PDLIM1	4.16511420186296	3	0.000383	24.333333	607.102701	7.4e-05	0.333333	1	7.5e-05	1915.051838	1815.361508
4893	PDLIM4	4.42069669516397	3	0.000383	12.666667	968.851896	1.6e-05	0	0	7.1e-05	2382.034827	1703.190115
4894	PDLIM7	3.85479137425035	13	0.001659	12.153846	36781.962702	0.000196	0	0	0.000248	76281.036805	1976.029762
4895	PDP1	4.21283654459615	1	0.000128	50	0	2.2e-05	0	0	3.2e-05	0	1791.767063
4896	PDPK1	3.78078346305984	13	0.001659	18.615385	47846.036164	0.000303	0.051282	4	0.00024	99163.173755	2019.830952
4897	PDPN	4.53502615796861	1	0.000128	15	0	2.5e-05	0	0	3.7e-05	0	1654.52583
4898	PDS5A	3.95508485389818	11	0.001404	34.272727	769.116636	0.000409	0.563636	31	0.000116	1504.995298	1933.086508
4899	PDS5B	4.08064310322828	7	0.000893	33.285714	201.204219	0.000168	0.380952	8	7.9e-05	400.606515	1866.810317
4900	PDX1	4.41776189868572	6	0.000766	6.666667	9947.219828	1.2e-05	0	0	0.000156	21835.359236	1708.70202
4901	PDXK	4.01965037641955	1	0.000128	148	0	0.000253	0	0	3.3e-05	0	1894.503968
4902	PDZD3	5.87967334439199	2	0.000255	1.5	7537	0	0	0	0.000114	15074	1260.106457
4903	PDZRN3	4.46522904172515	2	0.000255	18.5	372.95625	8e-06	0	0	5.1e-05	1013.005771	1686.879762
4904	PDZRN4	4.60546127344647	1	0.000128	50	0	4e-06	0	0	3.9e-05	0	1632.115115
4905	PEA15	4.2375909148909	3	0.000383	15	7761.673604	5.2e-05	0	0	8.5e-05	15624.043971	1778.196429
4906	PEBP1	3.92841648590022	4	0.00051	42.25	1842.068257	8.9e-05	0.166667	1	7.7e-05	4450.289622	1935.972619
4907	PEBP4	4.5698609161669	1	0.000128	23	0	5e-06	0	0	3.4e-05	0	1642.972258
4908	PECAM1	3.41878269746076	16	0.002042	60.3125	29725.338868	0.000585	0.15	18	0.000223	57426.529911	2257.154365
4909	PEF1	4.57266811279826	2	0.000255	9.5	717.071801	2.4e-05	0	0	5.9e-05	1670.109892	1640.563528
4910	PELI2	4.44647186423376	1	0.000128	54	0	1.1e-05	0	0	3.8e-05	0	1693.129401
4911	PELI3	4.28033686359576	2	0.000255	33.5	64.437488	0.001086	0	0	4.2e-05	125.669013	1765.994481
4912	PELO	3.78180426183489	6	0.000766	39.333333	23522.270378	0.000356	0.066667	1	9.3e-05	48561.647717	2023.588889
4913	PELP1	3.47722342733189	11	0.001404	52.454545	21135.526695	0.000477	0.163636	9	0.000175	40718.132801	2209.36627
4914	PER1	4.48794181446982	4	0.00051	7.75	1871.317679	8.3e-05	0.333333	2	8.3e-05	4889.107686	1680.50956
4915	PER2	4.35523797371443	4	0.00051	13.5	2559.987707	9.8e-05	0.333333	2	7.5e-05	6090.762872	1734.526587
4916	PER3	4.82518820977415	4	0.00051	4	261.277708	8e-06	0.333333	2	8.8e-05	975.964898	1553.349675
4917	PEX1	5.75896388924333	1	0.000128	3	0	0	0	0	5.8e-05	0	1288.203283
4918	PEX11A	6.20441495470205	1	0.000128	11	0	0	0	0	5.7e-05	0	1194.724614
4919	PEX11B	6.20441495470205	1	0.000128	11	0	0	0	0	5.7e-05	0	1194.724614
4920	PEX12	5.66721959933648	2	0.000255	7.5	1445.544798	0	0	0	8.6e-05	4552.553055	1312.272691
4921	PEX14	5.98928161286206	2	0.000255	6.5	15.666667	0	0	0	9.1e-05	32	1239.143326
4922	PEX16	6.20441495470205	1	0.000128	11	0	0	0	0	5.7e-05	0	1194.724614
4923	PEX19	5.24269490876611	11	0.001404	1.818182	66076.529009	1e-06	0	0	0.000567	133134.306353	1429.515548
4924	PEX2	4.58389689932372	1	0.000128	24	0	1.7e-05	0	0	3.2e-05	0	1643.520238
4925	PEX26	4.79724384330739	3	0.000383	5.666667	15073	7e-06	0	0	0.000139	30146	1563.329401
4926	PEX3	6.20441495470205	1	0.000128	11	0	0	0	0	5.7e-05	0	1194.724614
4927	PEX5	4.81344902386117	4	0.00051	3.25	37482.352054	6e-06	0.166667	1	0.000142	75370.90949	1556.263961
4928	PEX6	5.75896388924333	1	0.000128	3	0	0	0	0	5.8e-05	0	1288.203283
4929	PEX7	5.31734081919102	2	0.000255	4	3293.687977	1e-06	0	0	8.6e-05	6863.337212	1400.642532
4930	PF4	4.67883118540258	6	0.000766	7.833333	3052.032387	2e-06	0.133333	2	0.000123	7460.376363	1608.073846
4931	PFAS	3.82939900472119	3	0.000383	104.666667	984.114856	0.000813	0	0	5.8e-05	1355.305307	2004.291667
4932	PFDN2	3.71621794053847	9	0.001149	37.333333	12490.512169	0.001549	0.083333	3	0.000139	24543.400466	2064.241667
4933	PFDN4	4.65981880821743	2	0.000255	8	0	4.1e-05	1	1	4.9e-05	0	1611.171465
4934	PFDN5	4.44251626898048	4	0.00051	6.5	206.444059	4.8e-05	0.166667	1	8.4e-05	816.049104	1695.599242
4935	PFDN6	4.0708179150185	2	0.000255	41.5	794.802655	0.000198	0	0	4.9e-05	1757.55743	1858.867857
4936	PFKFB2	4.30177363787163	4	0.00051	14.75	4608.8209	7.1e-05	0	0	9.9e-05	11638.491227	1754.228571
4937	PFKFB3	3.83820339415593	3	0.000383	64.333333	924.680137	0.001052	0	0	5.4e-05	1904.521162	1979.407143
4938	PFKL	3.94564246522904	4	0.00051	43.5	6199.180928	0.000242	0.166667	1	7.8e-05	13308.892645	1928.885714
4939	PFKM	4.0663519203777	3	0.000383	28.333333	7735.680771	0.000134	0	0	7.4e-05	16090.88004	1860.939286
4940	PFKP	4.26706647952022	2	0.000255	28	92.590324	3.5e-05	0	0	4.4e-05	163.46075	1765.515115
4941	PFN1	3.6522904172515	22	0.002808	19.590909	53772.3916	0.000508	0.069264	16	0.000366	113211.437394	2106.204365
4942	PFN2	3.74109991068011	11	0.001404	30	24707.328924	0.003422	0.036364	2	0.000185	51684.911669	2050.946032
4943	PFN4	4.61401046318744	1	0.000128	22	0	1e-05	0	0	3.3e-05	0	1627.052417
4944	PGAM5	3.99719280336864	2	0.000255	57.5	1877.970569	9.8e-05	0	0	4.7e-05	4326.561609	1897.419841
4945	PGD	4.01965037641955	1	0.000128	148	0	0.000253	0	0	3.3e-05	0	1894.503968
4946	PGF	4.36021436774276	3	0.000383	11.666667	0	3.3e-05	1	3	7.4e-05	0	1728.802381
4947	PGK1	4.21372974352431	3	0.000383	15.666667	436.054037	0.000163	0	0	6.1e-05	1058.067731	1793.944084
4948	PGM1	5.42899068521118	1	0.000128	5	0	0	0	0	4.3e-05	0	1367.857612
4949	PGM5	4.61503126196249	1	0.000128	12	0	1.1e-05	0	0	3.6e-05	0	1624.16158
4950	PGR	4.71864233762919	2	0.000255	13	108.732552	5e-06	0	0	4.5e-05	310.164549	1591.356782
4951	PGRMC1	3.94730126323848	8	0.001021	29.375	28042.141932	0.000309	0.035714	1	0.000174	59245.022317	1940.036508
4952	PGRMC2	4.01965037641955	1	0.000128	148	0	0.000253	0	0	3.3e-05	0	1894.503968
4953	PHACTR2	3.93415847900983	2	0.000255	98.5	0	0.000104	1	1	4.6e-05	0	1933.642857
4954	PHAX	4.40525711369146	2	0.000255	32	0	0.000123	1	1	3.6e-05	0	1718.038528
4955	PHB	3.70422355493173	10	0.001276	32.3	38986.118578	0.000506	0.044444	2	0.000128	75811.109851	2066.969841
4956	PHC2	3.78154906214113	14	0.001787	17.357143	29081.842239	0.000342	0.032967	3	0.000246	60362.11166	2023.29881
4957	PHC3	4.29960444047467	3	0.000383	29.333333	3881.826535	1.2e-05	0	0	6.7e-05	8802.359028	1758.688095
4958	PHF1	4.55403853515376	2	0.000255	20.5	422.860065	1.3e-05	0	0	4.9e-05	1071.751798	1658.098846
4959	PHF10	4.46025264769682	2	0.000255	25	1371.864376	1.3e-05	0	0	5.9e-05	3457.889861	1694.296465
4960	PHF12	4.08600229679724	8	0.001021	24.25	438.553798	8.2e-05	0.357143	10	0.000116	969.514979	1868.351227
4961	PHF19	4.56003572795713	3	0.000383	22.333333	0	1.8e-05	1	3	5.6e-05	0	1656.919877
4962	PHF20	4.86908255710093	1	0.000128	17	0	4e-06	0	0	3.3e-05	0	1539.211508
4963	PHF21A	3.93581727701927	4	0.00051	45.25	0	0.000122	1	6	6.7e-05	0	1936.418651
4964	PHF5A	3.68393517927779	31	0.003956	51.16129	3005.260727	0.007768	0.475269	221	0.000236	5929.74741	2096.634127
4965	PHIP	4.69388796733444	2	0.000255	7.5	7537	2.4e-05	0	0	8.6e-05	15074	1596.304798
4966	PHKA2	3.80923822891413	4	0.00051	41.75	9142.96784	0.000974	0	0	9.6e-05	19064.77129	1994.775
4967	PHKB	4.22763812683425	2	0.000255	34	132.477638	0.000242	0	0	4.6e-05	561.334049	1789.565079
4968	PHKG1	0.000765599081281102	1	0.000128	2	0	0	0	0	9e-05	0	1.833333
4969	PHKG2	4.77095827485007	1	0.000128	4	0	1.9e-05	0	0	3.9e-05	0	1564.486147
4970	PHLDA1	4.2472885032538	2	0.000255	48.5	0.05724	0.003828	0	0	3.1e-05	0.147773	1781.868254
4971	PHLDA3	3.90723491131811	11	0.001404	15	13208.451456	0.000178	0	0	0.000169	28066.90788	1954.244048
4972	PHOX2A	4.51409978308026	2	0.000255	18	0	9e-06	1	1	5.1e-05	0	1664.490512
4973	PHYH	4.35778997065204	6	0.000766	8	24678.927426	2.7e-05	0	0	0.00016	51851.917032	1732.047655
4974	PHYHIP	4.0431287482455	9	0.001149	11.888889	23110.159685	8.5e-05	0	0	0.000164	50633.605368	1879.175
4975	PI3	7.1133086640296	1	0.000128	2	0	0	0	0	6.9e-05	0	1034.57091
4976	PI4K2A	5.23554931734082	1	0.000128	10	0	1e-06	0	0	3.9e-05	0	1424.963925
4977	PI4K2B	4.70205435753477	1	0.000128	25	0	7e-06	0	0	3.2e-05	0	1596.998449
4978	PI4KB	3.96210284547659	5	0.000638	36	3565.996605	0.000144	0.1	1	8.9e-05	8377.276872	1921.226984
4979	PIAS1	3.47314023223172	23	0.002935	31.130435	54753.167335	0.000962	0.071146	18	0.000356	110332.444562	2231.163889
4980	PIAS2	3.86538216154141	8	0.001021	29.125	2493.510659	0.000243	0.285714	8	0.000129	5969.210827	1980.934524
4981	PIAS4	3.5408957509251	15	0.001914	32.8	45624.056052	0.000414	0.028571	3	0.000225	90845.004692	2174.099603
4982	PICALM	3.9291820849815	14	0.001787	19	11080.615138	0.000529	0.153846	14	0.000206	24747.554772	1941.315079
4983	PICK1	3.96184764578283	12	0.001531	19.583333	52654.702825	5.6e-05	0.015152	1	0.000227	107600.924686	1926.682143
4984	PIDD1	4.5170345795585	3	0.000383	8.666667	3217.475878	5.5e-05	0.333333	1	7.5e-05	7844.919326	1665.381385
4985	PIGC	6.83616179660584	2	0.000255	2	22605	0	0	0	0.000116	45210	1079.699037
4986	PIGF	0.000255199693760367	2	0.000255	1	1	0	0	0	0.000196	2	2
4987	PIGG	0.000382799540640551	1	0.000128	2	0	0	0	0	9.3e-05	0	1.5
4988	PIGH	7.79737144315427	2	0.000255	2	15072	0	0	0	0.000126	30144	943.396848
4989	PIGK	5.4275870868955	2	0.000255	2	7537	1e-06	0	0	0.000104	15074	1368.542136
4990	PIGO	0.000382799540640551	1	0.000128	2	0	0	0	0	9.3e-05	0	1.5
4991	PIGP	9.7205563353324	1	0.000128	2	0	0	0	0	7.8e-05	0	753.086733
4992	PIGQ	8.75883628939645	2	0.000255	1.5	7537	0	0	0	0.000145	15074	837.815186
4993	PIGR	4.89345412785505	2	0.000255	10.5	663.249073	3e-06	0	0	5.2e-05	1632.832062	1529.885354
4994	PIGS	4.46637744034707	2	0.000255	6.5	0	3e-05	1	1	6.5e-05	0	1681.607179
4995	PIGT	4.46612224065331	3	0.000383	4.666667	15072	3e-05	0.333333	1	0.000106	30144	1682.273846
4996	PIGU	3.50504019395177	10	0.001276	64	34546.754215	0.001515	0.088889	4	0.000179	68553.560264	2194.523413
4997	PIH1D1	3.85326017608779	5	0.000638	35.6	2502.594198	0.000295	0.3	3	9.3e-05	6141.48875	1975.075
4998	PIK3AP1	3.94666326400408	2	0.000255	95	0	9.1e-05	1	1	4.4e-05	0	1928.108333
4999	PIK3C2A	3.95534005359194	6	0.000766	32.666667	1801.777834	0.000232	0.2	3	9e-05	3623.7733	1922.123016
5000	PIK3C2B	3.77759346688784	1	0.000128	237	0	0.001037	0	0	3.1e-05	0	2018.424603
5001	PIK3C3	5.71979073625112	1	0.000128	4	0	0	0	0	5e-05	0	1296.742136
5002	PIK3CA	3.64016843179788	16	0.002042	33.625	35907.603189	0.000299	0.016667	2	0.00023	76616.606464	2118.022222
5003	PIK3CB	3.62307005231594	13	0.001659	42.076923	7451.6774	0.000483	0.230769	18	0.000182	14924.860501	2121.274603
5004	PIK3CD	3.61337246395304	16	0.002042	44.1875	17270.119738	0.000434	0.241667	29	0.000243	33964.446238	2132.554365
5005	PIK3CG	3.52060737527115	19	0.002425	32.789474	38619.359693	0.001429	0.099415	17	0.000312	77810.267616	2190.518254
5006	PIK3R1	3.14469822636213	114	0.014548	20.078947	544940.723728	0.001976	0.029654	191	0.001712	1055699.024222	2510.29127
5007	PIK3R2	3.46790863850963	13	0.001659	55.307692	11036.296544	0.001428	0.115385	9	0.000181	20834.328718	2223.880556
5008	PIK3R3	3.58887329335205	20	0.002552	40.45	15056.88938	0.000446	0.189474	36	0.000272	29454.098492	2149.981349
5009	PIK3R4	3.97090723491132	3	0.000383	57	14295.244776	0.000155	0	0	7.7e-05	26914.782962	1915.638889
5010	PIK3R5	4.48232742120709	1	0.000128	19	0	2.8e-05	0	0	3.3e-05	0	1677.026227
5011	PILRB	4.13283144060227	2	0.000255	68	0	4.5e-05	1	1	4.5e-05	0	1834.920274
5012	PIM1	4.5003189996172	2	0.000255	14	103.467713	1.5e-05	0	0	4.4e-05	294.053722	1670.433369
